Datetime,Open,High,Low,Close,Adj Close,Volume
2025-01-21 09:30:00-05:00,139.16000366210938,139.36500549316406,138.57000732421875,139.02000427246094,139.02000427246094,9421044
2025-01-21 09:31:00-05:00,139.02000427246094,139.47999572753906,138.6999969482422,138.94500732421875,138.94500732421875,1535655
2025-01-21 09:32:00-05:00,138.92999267578125,138.97000122070312,138.57839965820312,138.6199951171875,138.6199951171875,753557
2025-01-21 09:33:00-05:00,138.625,138.8800048828125,138.55999755859375,138.66000366210938,138.66000366210938,756695
2025-01-21 09:34:00-05:00,138.66000366210938,139.2100067138672,138.57000732421875,139.0399932861328,139.0399932861328,985763
2025-01-21 09:35:00-05:00,139.05230712890625,139.74000549316406,139.0399932861328,139.5399932861328,139.5399932861328,1400669
2025-01-21 09:36:00-05:00,139.5500030517578,139.77000427246094,139.22000122070312,139.2313995361328,139.2313995361328,1016266
2025-01-21 09:37:00-05:00,139.22999572753906,139.27999877929688,138.27999877929688,138.2949981689453,138.2949981689453,1299192
2025-01-21 09:38:00-05:00,138.3000030517578,138.3800048828125,137.82000732421875,137.98019409179688,137.98019409179688,1238266
2025-01-21 09:39:00-05:00,138.0,138.3300018310547,137.89999389648438,138.3101043701172,138.3101043701172,690372
2025-01-21 09:40:00-05:00,138.3300018310547,138.36000061035156,137.72000122070312,137.8800048828125,137.8800048828125,1443051
2025-01-21 09:41:00-05:00,137.91000366210938,138.30999755859375,137.8800048828125,138.1999969482422,138.1999969482422,817300
2025-01-21 09:42:00-05:00,138.1959991455078,138.9600067138672,138.10499572753906,138.77499389648438,138.77499389648438,923784
2025-01-21 09:43:00-05:00,138.77499389648438,139.1063995361328,138.64999389648438,138.86000061035156,138.86000061035156,810497
2025-01-21 09:44:00-05:00,138.85009765625,139.08990478515625,138.85009765625,138.9600067138672,138.9600067138672,575481
2025-01-21 09:45:00-05:00,138.9600067138672,139.25999450683594,138.78900146484375,139.1999969482422,139.1999969482422,969591
2025-01-21 09:46:00-05:00,139.1999969482422,139.32000732421875,139.0,139.27999877929688,139.27999877929688,622043
2025-01-21 09:47:00-05:00,139.26499938964844,139.97000122070312,139.1300048828125,139.86500549316406,139.86500549316406,1379082
2025-01-21 09:48:00-05:00,139.86000061035156,139.97999572753906,139.6699981689453,139.89999389648438,139.89999389648438,897940
2025-01-21 09:49:00-05:00,139.8800048828125,140.1300048828125,139.6699981689453,139.802001953125,139.802001953125,1972793
2025-01-21 09:50:00-05:00,139.80999755859375,140.2100067138672,139.75,139.94259643554688,139.94259643554688,1147346
2025-01-21 09:51:00-05:00,139.92999267578125,140.11000061035156,139.75,139.99020385742188,139.99020385742188,674211
2025-01-21 09:52:00-05:00,139.9925994873047,140.0670928955078,139.81500244140625,139.92999267578125,139.92999267578125,418843
2025-01-21 09:53:00-05:00,139.96499633789062,140.07000732421875,139.1999969482422,139.3419952392578,139.3419952392578,1052179
2025-01-21 09:54:00-05:00,139.32009887695312,139.36990356445312,138.64999389648438,138.86000061035156,138.86000061035156,890569
2025-01-21 09:55:00-05:00,138.86399841308594,139.1999969482422,138.72999572753906,139.13429260253906,139.13429260253906,718268
2025-01-21 09:56:00-05:00,139.16000366210938,139.39990234375,139.02000427246094,139.27999877929688,139.27999877929688,567989
2025-01-21 09:57:00-05:00,139.2899932861328,139.36000061035156,138.8300018310547,138.97000122070312,138.97000122070312,543336
2025-01-21 09:58:00-05:00,139.00999450683594,139.11990356445312,138.94500732421875,139.0399932861328,139.0399932861328,380190
2025-01-21 09:59:00-05:00,139.0325927734375,139.19000244140625,138.89999389648438,139.08799743652344,139.08799743652344,472446
2025-01-21 10:00:00-05:00,139.0800018310547,139.10000610351562,138.54010009765625,138.74000549316406,138.74000549316406,679005
2025-01-21 10:01:00-05:00,138.74000549316406,138.8498992919922,138.49099731445312,138.6300048828125,138.6300048828125,558665
2025-01-21 10:02:00-05:00,138.6300048828125,138.85000610351562,138.52000427246094,138.789794921875,138.789794921875,466069
2025-01-21 10:03:00-05:00,138.7899932861328,138.8699951171875,138.72000122070312,138.85000610351562,138.85000610351562,328437
2025-01-21 10:04:00-05:00,138.85989379882812,138.92999267578125,138.72000122070312,138.75,138.75,414375
2025-01-21 10:05:00-05:00,138.74000549316406,138.75,138.36000061035156,138.5800018310547,138.5800018310547,696442
2025-01-21 10:06:00-05:00,138.58999633789062,138.81719970703125,138.40049743652344,138.4066925048828,138.4066925048828,507417
2025-01-21 10:07:00-05:00,138.41000366210938,138.47999572753906,138.2449951171875,138.47999572753906,138.47999572753906,548704
2025-01-21 10:08:00-05:00,138.47000122070312,138.57000732421875,138.30999755859375,138.44000244140625,138.44000244140625,474712
2025-01-21 10:09:00-05:00,138.44500732421875,138.49000549316406,138.27000427246094,138.36500549316406,138.36500549316406,467288
2025-01-21 10:10:00-05:00,138.3800048828125,138.74000549316406,138.27999877929688,138.5399932861328,138.5399932861328,428166
2025-01-21 10:11:00-05:00,138.5500030517578,138.55999755859375,138.07000732421875,138.08999633789062,138.08999633789062,683195
2025-01-21 10:12:00-05:00,138.09500122070312,138.10000610351562,137.44000244140625,137.5399932861328,137.5399932861328,1378141
2025-01-21 10:13:00-05:00,137.61000061035156,137.69000244140625,137.2100067138672,137.24000549316406,137.24000549316406,894633
2025-01-21 10:14:00-05:00,137.2449951171875,137.5699005126953,137.2100067138672,137.36000061035156,137.36000061035156,637057
2025-01-21 10:15:00-05:00,137.3800048828125,137.44000244140625,137.08999633789062,137.40829467773438,137.40829467773438,723189
2025-01-21 10:16:00-05:00,137.38999938964844,137.82000732421875,137.3699951171875,137.69000244140625,137.69000244140625,706007
2025-01-21 10:17:00-05:00,137.69500732421875,138.08990478515625,137.63999938964844,138.0583953857422,138.0583953857422,683151
2025-01-21 10:18:00-05:00,138.06500244140625,138.08999633789062,137.7001953125,137.75,137.75,474011
2025-01-21 10:19:00-05:00,137.75999450683594,138.02000427246094,137.69500732421875,137.99319458007812,137.99319458007812,402156
2025-01-21 10:20:00-05:00,137.99000549316406,138.22000122070312,137.77999877929688,138.17909240722656,138.17909240722656,449269
2025-01-21 10:21:00-05:00,138.1750030517578,138.19500732421875,137.85780334472656,137.8699951171875,137.8699951171875,399019
2025-01-21 10:22:00-05:00,137.8699951171875,137.96499633789062,137.77000427246094,137.9149932861328,137.9149932861328,389721
2025-01-21 10:23:00-05:00,137.9199981689453,137.9499969482422,137.6999969482422,137.80740356445312,137.80740356445312,306161
2025-01-21 10:24:00-05:00,137.7899932861328,137.9774932861328,137.7899932861328,137.82000732421875,137.82000732421875,245599
2025-01-21 10:25:00-05:00,137.8800048828125,138.1699981689453,137.8800048828125,138.1199951171875,138.1199951171875,345133
2025-01-21 10:26:00-05:00,138.11500549316406,138.28500366210938,138.02999877929688,138.18499755859375,138.18499755859375,327898
2025-01-21 10:27:00-05:00,138.18899536132812,138.47999572753906,138.17999267578125,138.39999389648438,138.39999389648438,381385
2025-01-21 10:28:00-05:00,138.39999389648438,138.52000427246094,138.3800048828125,138.41000366210938,138.41000366210938,399184
2025-01-21 10:29:00-05:00,138.40060424804688,138.52000427246094,138.39999389648438,138.5166015625,138.5166015625,238469
2025-01-21 10:30:00-05:00,138.50999450683594,138.5395965576172,138.33999633789062,138.47000122070312,138.47000122070312,341406
2025-01-21 10:31:00-05:00,138.47979736328125,138.50999450683594,138.27999877929688,138.36000061035156,138.36000061035156,283474
2025-01-21 10:32:00-05:00,138.35000610351562,138.52000427246094,138.1501007080078,138.2100067138672,138.2100067138672,306429
